place_id,place_name,address,lat,lon,rating_place,reviewer,review_text,review_rating,review_date,review_likes,total_reviews_place,source,review_id,description,highlighted_description,avatar_title,rating,posted_at,ordered,liked_count,is_liked,is_review_owner,order_id,has_copy_order,content_last_modified_at,status,entity_type,edit_review_expiration_time,merchant_id,reviews_madeby_user,item_ratings,mex_reply,photos,should_display_see_translation,tags,avatar_url
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Muhammad Nurul Anwar,"Rasanya ta seenak dulu
Tapi masih tetep enak si
Cuma agak beda saja rasanya dengan yang dulu, menurut lidahku.",4.0,2026-02-03T01:26:27.379Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Indra Prayoga,,5.0,2025-12-30T06:44:51.937Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Aan fattah Andoyo,Rekomended pisan mie ayam ini hanya buka pagi hari jangan sampai telat dengan citarasa kaldu yang medok pisan dan mie bentukannya kecil kenyal dan punya ciri khas sendiri di lidah.. Cocok buat sarapan neh,5.0,2025-11-24T04:13:21.117Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Abu Husain,"Rasa lumayanlah,,tpi porsi sedikit beda dgn daerahku sumpiuh banyumas,,porsinya mantap2,,semangkuk full,topping ayam gak sepelit yg di pwt pd umumnya,klo ke Sumpiuh cobain mie ayam Pak Firman,,sdh legend dri thn 93an",3.0,2025-07-03T07:37:51.363Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,L. Rinanto,"uwenake ga pake gagal, gendeng. apalagi kalo kebagian uritan! nek maem miayam ini lali wis sama sego indomi sak es cekeknya. joss mame!",5.0,2025-06-21T07:55:09.200Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Asri Purwati,"mie ayam terrrrreeenakkk menurutku di pwt, murah, mienya tipe kecil kecil, ayamnya juaraa, buka jam 10 pagi sampai sehabisnya, biasanya jam 12an udah abis sih, tempat duduknya seadanya, makannya banyak yg makan di mobil, karena rame pelayanannya aga lama, udah sii itu aja, enak pokoknya, jangan lupa cobainnn",5.0,2025-04-25T08:40:11.414Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Raditya Rizqy N.A,Enak bgt smg yg punya masuk surga😭🙏🏻,5.0,2025-04-21T07:02:29.610Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,desy riyanto,"Di purwokerto banyak mie ayam yang cuma buka sebentar karena cepet abis. Ini salah satunya. Kalo siang banyak berjejer mobil di samping kantor pajek bukan buat bayar pajek cuy, tapi buat ngemi ayam. Sampe-sampe pelanggannya pada pesen trus makannya di mobil masing-masing, soalnya tempat duduknya edisi terbatas. Bisa request nambah ceker atau daging, atau gimana lah enaknya kamu. Seporsi kurang? Ya nambah atuh. Es jeruknya juga enak sih. Jam 2 biasanya udah bubar jalan abisan. Ga percaya serame itu? Silakan dibuktikan",5.0,2025-02-02T08:28:01.437Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,IhdIzein Zein,"Enak, istri suka",5.0,2025-01-29T14:20:11.312Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,slamet mulato,,5.0,2024-10-19T05:20:12.805Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Bernadeta Diah,Mie ayam viral di samping kantor pajak pratama...rasa oke...porsi sedikit...ayam sedikit...ga ada meja untuk makan ya teman2...duduk aja smbil pegang mangkok....banyak pelanggan yg pd makan di mobil,4.0,2024-09-20T12:21:02.665Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,agus supriyono,"Mie ayam legendaris di Purwokerto...rasa selalu ok, gak berubah dari dulu...",5.0,2024-09-14T02:14:14.620Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Ahmad,"mie nya enak
ini deket sama SMAN1 purwokerto
tapi yang jadi problem sih parkir dan tempat makan. karena yang beli banyak tempat nya sempit",5.0,2024-07-29T07:42:53.223Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Chesa Dwi M,"Mi ayamnya enak, sedap",5.0,2024-07-17T01:44:49.553Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Dhani Arman,"Superb! Rasanya mirip dengan indomie. Karena menggunakan minyak bawang yang ditumis dengan lemak ayam. Lalu mienya juga pas kekenyalannta, meski toping ayam dikir, tapi sayurnya melimpah. Sekali masak bisa bikin 10 mangkok jadi cepat sekali.",5.0,2024-07-15T06:51:07.446Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Jovian Ramadhan,"Kecewa!  mienya sedikit ,sayurnya malah yang banyak banget! Mie ayam pelit!",1.0,2024-07-13T06:59:03.491Z,1.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Kharisma Dwijanti,,5.0,2024-06-14T06:57:29.627Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Jokindra Priatomo,dulu dikenal mie ayam STM Negeri ganti nama mie ayam pajak ganti nama kie ayam Mame.. langganan dari tahun 1996 sampai sekarang.... yang mau es jeruk dateng sebelum jam 10 karena klo diatas jam 10 pasti kehabisan  .....,5.0,2024-06-01T09:43:20.219Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Ucil Udin,Sayangnya bukanya sore jelang malam. Gk ada niatan buka siang di jam makan siang kah?,5.0,2026-04-28T14:32:04.063Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Cis,"Mienya enak,
Overall oke,
Dan koko penjualnya ramah sekali,
Hidden gem bgt bakmi di purwokerto..

Bakal balik lg kalo ke purwokerto..",4.0,2026-04-25T10:21:14.220Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,aulia makarim,Uenak! Apalagi di sambut dengan hangat! Layanan yang sempurna!!,5.0,2026-04-21T15:26:05.955Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Elies Pratiwi,"baru kali ini nemu yamien yang bentuk mienya unik. pesen yamien manis tambah pangsit basah dan telur lo. yamiennya enak, tekstur dan kematangan mienya oke, kondimen lainnya juga cocok dipadukan dengan mienya, porsinya pas. harga standar sesuai dengan rasanya. penjualnya ramah banget. sayang karena tempatnya di trotoar jadi kalau hujan agak kecipratan air dari kendaraan yang lewat",4.0,2026-04-02T02:58:47.493Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Anton Soetianto,Luar biasa Mie Ajong sesuai harapan rasanya jos gendos,5.0,2026-03-29T06:12:45.899Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Albi Hmc,Enak bgt pelayanan nya ramah bgt 🥰,5.0,2026-02-27T08:47:54.710Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,INDIARTI SUTRIMA 1,,5.0,2026-02-25T09:58:22.974Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Andy Chandra Paul,"Enak, suka disini",5.0,2026-02-15T12:51:59.386Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Mas i,"Makanan emperan toko tapi dengan rasa yang enak. Ada varian menu mie yamin, bakso, dan pangsit kuah.
Harga tergolong murah. Pelayanan baik, penjualnya ramah senang ngobrol.
Mie nya kecil-kecil rasanya lembut tp tidak benyek jadi cukup bisa dinikmati. Pangsit godzilanya gede banget dan sepertinya tidak habis sendirian.",5.0,2026-02-10T05:05:02.210Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Vava Ningrum,enakbgtttttt mienya🥰,5.0,2026-01-07T14:47:11.352Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Stefany Budiono,akhirnya nemu juga tipe mie favorit. suka banget. rasa juga cocok di lidah. mantab pokoknya. kaget banget liat pangsitnya segede itu pas dateng. wkwkwk...,5.0,2025-12-22T13:17:12.319Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Shivania Aurora Tantomi,"mie + telornya enakk..tempatnya duduk/lesehan, pelayanan oke + ramah,cuma sabar2 antri aja karena rame terus rasanya juga enak",5.0,2025-10-31T01:53:28.761Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Tri Ubex,"Enak2 makanan nya ... tapi
Teh nya nda suka bau dan rasanya  ...",4.0,2025-10-02T16:15:42.239Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,wimala permatasari,"Mie yaminnya lumayan enak, banyak pilihan topingnya. kebetulan beli yg Yamin manis 2, pangsit rebus 1 dan telur Lo 1, minum air putih anget 2 total bayarnya 46k.
Pangsit rebus nya dapet 1 pcs hehe, kirain 2 apa 3 jadi bisa share gitu.

Btw, kmrn yg pramuniaga nya salah bilang harusnya Yamin manis 2 tapi beliau bilang manis 1 asin 1 jadi ku konfirmasi sama kokohnya tapi dijawab ""iya manis semua, Kurang manis? Klo kurang manis tambah kecap aja""  🙃",4.0,2025-10-02T11:21:22.358Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Deby Novia,Definitely worth coming back again and again.,5.0,2025-09-27T15:01:20.428Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,aidluvvbtrswt,"enak banget, rasanya bikin pengin mam tiap hari. harganya juga terjangkau",5.0,2025-09-18T18:02:27.214Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Elsa Dwi Septiyani,,5.0,2025-09-10T11:46:55.601Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,adelio richardo,,4.0,2025-09-09T01:40:10.229Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Abiyu Aziz,Menunggu antrean mie sekitar 50 menit menjadi pengalaman tersendiri. Semoga pelayanan ke depannya semakin baik untuk kepuasan konsumen.,1.0,2025-09-03T14:15:05.644Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,setyo nugroho,Uenak deh..,5.0,2025-08-04T14:07:19.813Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Gita Qolifah,,5.0,2024-04-11T23:35:18.989Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Arv Procyon,"dari sisi negatifnnya dulu pelayanannya lumayan nunggu apalagi panas2 susananya karena gubuk kalo mau makan ditempat aku rasa nggak bakal nyaman sih, porsinya rasanya dikit ibuku yg biasanya makan mie ayam di jeda dulu ini bisa langsung habis atau mungkin karena mienya kecil jadi keliaan dikit ga tau juga sih
dan semua kekurangan diatas bisa tak kompromi karena kelebihannya ini di kuahnya atau mungkin minyaknya yg rasanya mirip sama minyak indomie",5.0,2024-02-13T06:53:12.123Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Heru Putro,"First time, and it's great",5.0,2024-02-11T15:46:48.388Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,
