place_id,place_name,address,lat,lon,rating_place,reviewer,review_text,review_rating,review_date,review_likes,total_reviews_place,source,review_id,description,highlighted_description,avatar_title,rating,posted_at,ordered,liked_count,is_liked,is_review_owner,order_id,has_copy_order,content_last_modified_at,status,entity_type,edit_review_expiration_time,merchant_id,reviews_madeby_user,item_ratings,mex_reply,photos,should_display_see_translation,tags,avatar_url,is_question,text_ml,text_bert,token_count,label,is_augmented,augmentation_method,augmentation_source_text,augmentation_similarity,augmentation_jaccard
ChIJIa6A2JheZS4RGBaxKksbR4Q,Mie Ayam Mbak Kimun,"Jl. Jend. Sudirman No.895, Pejagalan, Purwokerto Wetan, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53147, Indonesia",-7.431097,109.2564693,4.4,Taufiq Hidayat,Tidak cukup baik untuk makan di sana.,3.0,2021-12-26T06:55:41.210Z,0.0,760.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,tidak baik makan,tidak cukup baik untuk makan di sana,6,0,True,back_translation_id_en_id,sudah berpa kali makan disitu selalu kurang lezat rasanya,0.44680851063829785,0.06666666666666667
ChIJpRcwbhtfZS4R_Y_ak1-Y7I0,Mie Ayam Pak Marso,"Jl. Mardikenya, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.423968,109.236043,4.5,sang GESANG,Sebenarnya lebih nyaman di tempat lama.,4.0,2023-02-15T09:29:30.254Z,0.0,943.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,nyaman lama,sebenarnya lebih nyaman di tempat lama,2,0,True,back_translation_id_en_id,sebenarnya lebih nyaman di tempat yang lama,0.926829268292683,0.625
ChIJZzpAJKheZS4RXLexgMyRGdM,Mie Ayam Pojok Lapang,"H77F+P7X, Gg. Puteran 1, Kedungkidang, Pamijen, Kec. Sokaraja, Kabupaten Banyumas, Jawa Tengah 53181, Indonesia",-7.4356344,109.2732321,4.6,Atikah Kirani,Tepat di sana lumpuh tapi cpt pelayan mie ayam khas yang tidak terlalu manis,5.0,2025-04-28T12:15:23.350Z,0.0,298.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,lumpuh tapi cpt layan khas tidak terlalu manis,tepat di sana lumpuh tapi cpt pelayan mie ayam khas yang tidak terlalu manis,10,0,True,back_translation_id_en_id,pas kesitu rame tapi cpt pelayannya tipikal mie ayam yang tidak trlalu manis,0.7368421052631579,0.35
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,d1m4y tan paggama,"Apakah itu benar, Pak?",5.0,2026-03-20T04:46:25.907Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,True,pak,apakah itu benar pak?,4,0,True,back_translation_id_en_id,siki bukak ora mas?,0.2926829268292683,0.0
ChIJv9G7nPpeZS4RKgj_2u8M4E0,Mie Ayam Pak Kumis,"JL. H.R Bunyamin No.47, Glempang, Bancarkembar, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53121, Indonesia",-7.4120193,109.2451626,4.3,adhitya,"Dia bilang itu yang terbaik, tapi yang biasa adalah standar dan minus sedikit lebih mahal dari yang lain.",3.0,2021-09-17T00:40:57.371Z,1.0,771.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,bilang baik tapi standar minus mahal,dia bilang itu yang terbaik tapi yang biasa adalah standar dan minus sedikit lebih mahal dari yang lain,11,0,True,back_translation_id_en_id,katanya terenak tapi rasa biasa aj porsi standar dan minusnya harga sedikit lebih mahal dari yang lain plus ada tukang parkirnya,0.6781115879828327,0.32142857142857145
ChIJIa6A2JheZS4RGBaxKksbR4Q,Mie Ayam Mbak Kimun,"Jl. Jend. Sudirman No.895, Pejagalan, Purwokerto Wetan, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53147, Indonesia",-7.431097,109.2564693,4.4,hashiful insi,Seperti itulah rasanya memiliki sedikit harga per tanggal adalah 12k.,3.0,2020-11-19T06:46:10.877Z,1.0,760.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,milik harga tanggal 12k,seperti itulah rasanya memiliki sedikit harga per tanggal adalah 12k,5,0,True,back_translation_id_en_id,lah rasanya biasa sih dikit juga porsi nya wkwkwk harga per tanggal ini 12k,0.5972222222222222,0.2
ChIJGdD29LZfZS4RBVENDLZTXtA,Mie Ayam Kita (spesial Rendang),"Jl. Riyanto, RT.002/RW.001, Sumampir Wetan, Sumampir, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53125, Indonesia",-7.3995374,109.240713,4.9,Indonesianpower Clan,Ini tidak layak tempat parkir.,1.0,2024-08-25T07:51:04.076Z,0.0,210.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,tidak layak parkir,ini tidak layak tempat parkir,5,0,True,back_translation_id_en_id,ada tukang parkirnya tidak sepadan it lah,0.3380281690140845,0.09090909090909091
ChIJMx4q4l1eZS4RGNd03NSpQHU,Mie Ayam Tanjlig,"H6MH+CQJ, Karangjengkol, Sokanegara, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53131, Indonesia",-7.4164092,109.2294025,4.6,Wida Hanistya,Beli mie ayam dibungkus saus Tidak ada rasa asam sedikit terlalu mahal 17k mie ayam dengan rasa asin,3.0,2026-04-01T08:08:45.187Z,0.0,722.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,beli bungkus saus tidak asam terlalu mahal 17k asin,beli mie ayam dibungkus saus tidak ada rasa asam sedikit terlalu mahal 17k mie ayam dengan rasa asin,11,0,True,back_translation_id_en_id,beli mie ayam dibungkus koh kuahnya tidak ada rasanya sedikit keasinan harganya terlalu mahal 17k mie ayam biasa dengan rasa yang asin,0.7948717948717948,0.5909090909090909
ChIJGdD29LZfZS4RBVENDLZTXtA,Mie Ayam Kita (spesial Rendang),"Jl. Riyanto, RT.002/RW.001, Sumampir Wetan, Sumampir, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53125, Indonesia",-7.3995374,109.240713,4.9,Andesta Triyan Purbanjito,"Mie kecil, ada banyak tali, ada daging sapi juga.",5.0,2025-02-16T03:03:47.584Z,0.0,210.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,tali daging sapi,mie kecil ada banyak tali ada daging sapi juga,12,0,True,back_translation_id_en_id,mieny kecil2 porsinya banyak rendangnya berasa ada daging sapinya juga walaupun sedikit minus tempatnya aja kurang luas,0.4880952380952381,0.13636363636363635
ChIJMx4q4l1eZS4RGNd03NSpQHU,Mie Ayam Tanjlig,"H6MH+CQJ, Karangjengkol, Sokanegara, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53131, Indonesia",-7.4164092,109.2294025,4.6,Arkan Cellular,Pemiliknya adalah polisi yang baik.,4.0,2024-07-09T15:06:42.469Z,0.0,722.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,milik polisi baik,pemiliknya adalah polisi yang baik,6,0,True,back_translation_id_en_id,karyawannya tidak bgt! ownernya baik pol,0.4266666666666667,0.0
ChIJ0fWOQadfZS4RfUVxFIg2dm4,"Mie Ayam dan Bakso Pak Man ""Mixagrip""","Jl. Perintis Kemerdekaan No.1362, RT.002/RW.6, Penisian, Purwokerto Kulon, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53141, Indonesia",-7.4339706,109.2400907,4.5,Harry Wibowo,Bakso asin atau rekomendasi,2.0,2022-03-18T14:13:51.882Z,0.0,78.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,bakso asin rekomendasi,bakso asin atau rekomendasi,4,0,True,back_translation_id_en_id,baksone asin ora rekomendasi,0.8727272727272727,0.3333333333333333
ChIJIa6A2JheZS4RGBaxKksbR4Q,Mie Ayam Mbak Kimun,"Jl. Jend. Sudirman No.895, Pejagalan, Purwokerto Wetan, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53147, Indonesia",-7.431097,109.2564693,4.4,Teddy Kristiawan,"Ini lezat, tapi sedikit rumit./ Tidak, tak ada layanan untuk itu, tapi kita harus menulisnya sendiri.",5.0,2022-12-18T10:46:12.838Z,0.0,760.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,lezat tapi rumit tidak tidak layan tapi tulis,ini lezat tapi sedikit rumit tidak tidak ada layanan untuk itu tapi kita harus menulisnya sendiri,9,0,True,back_translation_id_en_id,lezat tapi agag sedikit ribet bukannya ada pelayanan yang nyamperin tapi kita mesti nulis sendiri,0.6767676767676768,0.16
ChIJNSW0vkVeZS4R6_6pAtOusAs,Mie Ayam Anjatan Pak Kusman,"Jl. Kamandaka, Dusun II, Karangsalam Kidul, Kec. Kedungbanteng, Kabupaten Banyumas, Jawa Tengah 53152, Indonesia",-7.4092691,109.2175917,4.4,Dwi Candra,"Ini lezat, tapi piet telapak adalah.",4.0,2022-09-18T13:08:07.452Z,0.0,1625.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,lezat tapi piet telapak,ini lezat tapi piet telapak adalah,4,0,True,back_translation_id_en_id,lezat tapi sawinya pait ya,0.5161290322580645,0.1
ChIJ53Cyt5JeZS4RayuyzojgXQ0,Mie Ayam dan Bakso Tunggal Rasa,"Jl. Prof. Dr. Suharso No.12, Glempang, Bancarkembar, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53115, Indonesia",-7.4171956,109.2461375,4.4,Tommy Hanindita,Pelayanannya runtuh parah.,2.0,2021-08-07T07:28:14.871Z,0.0,969.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,layan runtuh parah,pelayanannya runtuh parah,3,0,True,back_translation_id_en_id,pelayananya ambruk parah,0.8,0.0
ChIJa6GahYteZS4RaQ0aDfJqT5s,Mie Ayam Pak Gimin,"Jl. Jatiwinangun Gg. Arjuna No.21, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.41966,109.2412438,4.6,Mega Amdika,"Mie terlalu lembut, Sambel membuat banyak suara.",4.0,2023-01-08T11:05:56.567Z,0.0,165.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,terlalu lembut sambel suara,mie terlalu lembut sambel membuat banyak suara,5,0,True,back_translation_id_en_id,mie nya terlalu lembek sambel nya bikin nagih,0.6236559139784946,0.2727272727272727
ChIJqRL3DIleZS4RDQJ21bDXlmw,Mie Ayam Ijo Bpk. Sabar,"Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4235896,109.2391104,4.6,Andhika C Utama,Pelayanan kami yang miskin menunggu dua cangkir es teh sampai kami kembali ke rumah dan masih tidak membuat es teh.,1.0,2024-04-06T07:11:05.447Z,1.0,450.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,layan miskin tunggu cangkir es teh rumah tidak es teh,pelayanan kami yang miskin menunggu dua cangkir es teh sampai kami kembali ke rumah dan masih tidak membuat es teh,18,0,True,back_translation_id_en_id,pelayanan buruk kami dibuat menunggu untuk 2 gelas es teh hingga kami pulang tetap tidak dibuatkan es teh tersebut garingan mas ujar e ula bar mangan ora nginum!!,0.48375451263537905,0.16216216216216217
ChIJZzpAJKheZS4RXLexgMyRGdM,Mie Ayam Pojok Lapang,"H77F+P7X, Gg. Puteran 1, Kedungkidang, Pamijen, Kec. Sokaraja, Kabupaten Banyumas, Jawa Tengah 53181, Indonesia",-7.4356344,109.2732321,4.6,Fadhila Nur,"tolong, ketika kamu sudah membayar tagihan, tolong jangan menuduh orang yang membayar untuk itu katakan padaku kamu tidak membayar ada bukti bahwa percakapan tidak memakai",1.0,2025-01-23T06:18:29.758Z,0.0,298.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,tolong bayar tagih tolong jangan tuduh orang bayar pada tidak bayar bukti cakap tidak pakai,tolong ketika kamu sudah membayar tagihan tolong jangan menuduh orang yang membayar untuk itu katakan padaku kamu tidak membayar ada bukti bahwa percakapan tidak memakai,14,0,True,back_translation_id_en_id,mohon kalau sudah ada yang bayar dicatat jangan menuduh orang yang sudah bayar bilang belum bayar sudah ada bukti malah chat tidak mengenakan,0.6089743589743589,0.26666666666666666
ChIJIa6A2JheZS4RGBaxKksbR4Q,Mie Ayam Mbak Kimun,"Jl. Jend. Sudirman No.895, Pejagalan, Purwokerto Wetan, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53147, Indonesia",-7.431097,109.2564693,4.4,Mahfud Mahfud,"Aku masih bingung, aku sudah membeli mie ayam beberapa kali, membawanya pulang.",2.0,2021-01-17T11:08:14.730Z,0.0,760.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,bingung beli kali bawa pulang,saya masih bingung saya sudah membeli mie ayam beberapa kali membawanya pulang,10,0,True,back_translation_id_en_id,saya masih bingung sudah beberapa kali beli mie ayam pangsit di bawa pulang tapi di dalam mie nya tidak da daging ayam nya,0.4975124378109453,0.2
ChIJS5GJB4VeZS4R6dh2FlymV-0,Mi Ayam Pak Wanto Purwokerto,"Jl. Pramuka No.18, Kongsen, Purwokerto Kulon, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53141, Indonesia",-7.4291138,109.2445805,4.6,NGK Official,Tempat itu tidak cukup lebar sehingga pada waktu makan siang itu terlalu penuh dan panas,4.0,2023-01-05T02:02:53.374Z,0.0,796.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,tidak lebar makan siang terlalu penuh panas,tempat itu tidak cukup lebar sehingga pada waktu makan siang itu terlalu penuh dan panas,8,0,True,back_translation_id_en_id,tempat kurang luas sehingga saat jam makan siang terlalu penuh dan gerah,0.7125,0.3684210526315789
ChIJB_I_rGJeZS4R6N3Mbln0T6c,Mie Ayam Tipar,"H6FP+429, Jl. Kolonel Sugiono, Kranjimuntang, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.427217,109.2351073,4.4,Aga Raditya,"Ini lezat, tapi bakso tidak memiliki cukup minyak. kursi yang bagus dan mereka penuh tisu kecap.",5.0,2021-11-22T01:27:21.688Z,0.0,608.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,lezat tapi bakso tidak milik minyak kursi bagus penuh tisu kecap,ini lezat tapi bakso tidak memiliki cukup minyak kursi yang bagus dan mereka penuh tisu kecap,12,0,True,back_translation_id_en_id,lezat tapi baksonya kurang greget tempat duduk nyaman dan kelengkapan seperti tisu sambal kecap lengkap,0.4824120603015075,0.10714285714285714
ChIJU2LAnzFcZS4R2IzdxnmMrBE,"Mie Ayam ""We-Tan""2","Jl. Kyai H. Wahid Hasim, Windusara, Karangklesem, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53144, Indonesia",-7.4502034,109.2429061,4.4,Ratih Widya,Kebersihan Nyonya San kurang.,3.0,2025-03-31T15:15:10.554Z,0.0,642.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,bersih nyonya san kurang,kebersihan nyonya san kurang,3,0,True,back_translation_id_en_id,kebersihan ny kurang,0.8163265306122449,0.16666666666666666
ChIJ0Q3VP-JfZS4Rjk32_oSzwZk,Mie Ayam Nyak Dien,"Jl. Prof. Dr. Suharso, Arcawinangun, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4177608,109.2533294,4.6,Vikky Amelia,Pelayan tidak membersihkan meja ketika itu tenang shift malam membersihkan meja bahkan tidak mengambil tisu dengan sumpit,2.0,2025-07-15T12:06:36.557Z,0.0,346.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,layan tidak bersih meja tenang shift malam bersih meja tidak ambil tisu sumpit,pelayan tidak membersihkan meja ketika itu tenang shift malam membersihkan meja bahkan tidak mengambil tisu dengan sumpit,23,0,True,back_translation_id_en_id,pelayannya kurang sat set beresin mejanya padahal sepi jam malam bersihin mejanya tidak rata ambilin tisu sama sumpit bekas ora masih di sisain ditinggal aja tidak sampe bersih masih ada tulang juga,0.45768025078369906,0.10256410256410256
ChIJNSW0vkVeZS4R6_6pAtOusAs,Mie Ayam Anjatan Pak Kusman,"Jl. Kamandaka, Dusun II, Karangsalam Kidul, Kec. Kedungbanteng, Kabupaten Banyumas, Jawa Tengah 53152, Indonesia",-7.4092691,109.2175917,4.4,Muhammad Rifqi,pertama kali pergi ke ayam mie kam danaka inilah gambaran dari banyak kesalahan yang sering terjadi lokasi yang seharusnya ada pada mie ayam di sebelah harga standar 10.000,5.0,2023-01-17T09:30:46.410Z,1.0,1625.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,kali pergi kam danaka gambar salah lokasi belah harga standar,pertama kali pergi ke ayam mie kam danaka inilah gambaran dari banyak kesalahan yang sering terjadi lokasi yang seharusnya ada pada mie ayam di sebelah harga standar 10 000,7,0,True,back_translation_id_en_id,awalnya mau ke mie ayam kamandaka disini ulasan banyak trrnyata salah lokasi harusnya ke mie ayam sebelahnya rasa standar harga 10 000,0.3006535947712418,0.1891891891891892
ChIJS5GJB4VeZS4R6dh2FlymV-0,Mi Ayam Pak Wanto Purwokerto,"Jl. Pramuka No.18, Kongsen, Purwokerto Kulon, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53141, Indonesia",-7.4291138,109.2445805,4.6,Edi Mulyono,"Legenda, tetapi tidak cukup untuk menendang.",5.0,2024-09-10T05:23:55.817Z,0.0,796.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,legenda tetapi tidak tendang,legenda tetapi tidak cukup untuk menendang,5,0,True,back_translation_id_en_id,legend si tapi kurang nendang,0.6301369863013698,0.0
ChIJabBj1B9fZS4RIw6Vh9Nfvhg,Mie Ayam & Bakso WE-TAN,"Jl. Senopati, Arcawinangun, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53113, Indonesia",-7.4157893,109.2637874,4.4,Fadly Rudiana,"Ini cukup lezat, tapi terlalu mahal untuk mie ayam di sekitarnya.",3.0,2024-12-24T13:58:56.833Z,0.0,105.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,lezat tapi terlalu mahal,ini cukup lezat tapi terlalu mahal untuk mie ayam di sekitarnya,9,0,True,back_translation_id_en_id,untuk rasa lumayan lezat tapi uhtuk harga terlalu mahal dibanding mie ayam disekitarnya,0.6973684210526315,0.3333333333333333
ChIJpRcwbhtfZS4R_Y_ak1-Y7I0,Mie Ayam Pak Marso,"Jl. Mardikenya, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.423968,109.236043,4.5,Dewi Ayu Setyorini,Mie ayam legenda di purwokerto sejak 20 tahun yang lalu tempat itu bergerak tapi pelanggan selalu mengikuti karena sangat lezat,4.0,2022-02-05T08:02:28.580Z,0.0,943.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,legenda gerak tapi langgan ikut sangat lezat,mie ayam legenda di purwokerto sejak 20 tahun yang lalu tempat itu bergerak tapi pelanggan selalu mengikuti karena sangat lezat,15,0,True,back_translation_id_en_id,mie ayam legend di purwokerto sejak saya smp lebih dari 20tahun lalu tempatnya berpindah pindah tetapi pelanggan selalu mengikuti karena terkenal kelezatannya sayang tempatnya masih kurang nyaman,0.6645962732919255,0.2777777777777778
ChIJfyxZtoleZS4RsyrM1NbW5NI,Dapoer Prambanan,"Jl. Merdeka No.10, Brubahan, Kranji, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4259542,109.2371769,4.2,Tabah Sidik,Terlalu lama untuk melayani makanan.,3.0,2022-12-28T12:07:42.876Z,0.0,1004.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,terlalu lama layan makan,terlalu lama untuk melayani makanan,4,0,True,back_translation_id_en_id,terlalu lama penyajian makanannya,0.7246376811594203,0.2857142857142857
