place_id,place_name,address,lat,lon,rating_place,reviewer,review_text,review_rating,review_date,review_likes,total_reviews_place,source,review_id,description,highlighted_description,avatar_title,rating,posted_at,ordered,liked_count,is_liked,is_review_owner,order_id,has_copy_order,content_last_modified_at,status,entity_type,edit_review_expiration_time,merchant_id,reviews_madeby_user,item_ratings,mex_reply,photos,should_display_see_translation,tags,avatar_url,is_question,text_ml,text_bert,token_count,review_date_dt,label,data_source_role,train_split_row_id
ChIJNSW0vkVeZS4R6_6pAtOusAs,Mie Ayam Anjatan Pak Kusman,"Jl. Kamandaka, Dusun II, Karangsalam Kidul, Kec. Kedungbanteng, Kabupaten Banyumas, Jawa Tengah 53152, Indonesia",-7.4092691,109.2175917,4.4,Lantip S. Wicaksana,Another 5/5,5.0,2023-01-10T12:00:00.570Z,0.0,1625.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,another,another 5 5,1,2023-01-10 12:00:00.570,1,train_pool_all_platforms,600
ChIJGdD29LZfZS4RBVENDLZTXtA,Mie Ayam Kita (spesial Rendang),"Jl. Riyanto, RT.002/RW.001, Sumampir Wetan, Sumampir, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53125, Indonesia",-7.3995374,109.240713,4.9,Kholifatus Saadah,"pelayanannya kurang menyenangkan, posisi lagi nungguin minumnya dianter, alat makannya tiba2 diambil trus dipindah ke meja lain padahal ga diminta, trus udah pergi gitu aja bikinin pesenan orang lain. pesen minum juga lama banget gatau ngapain, meja sebelah sampe pulang bahkan minumnya ga keluar. sayang sekali padahal lumayan makanannya dan tukang parkirnya solutif",2.0,2025-04-13T17:11:17.413Z,0.0,210.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,layan kurang senang posisi nungguin minum anter alat makan tiba2 ambil trus pindah meja tidak trus pergi gitu bikinin sen orang sen minum lama banget gatau ngapain meja belah sampe pulang minum tidak sayang sekali lumayan makan tukang parkir solutif,pelayanannya kurang menyenangkan posisi lagi nungguin minumnya dianter alat makannya tiba2 diambil trus dipindah ke meja lain padahal tidak diminta trus sudah pergi gitu aja bikinin pesenan orang lain pesen minum juga lama banget gatau ngapain meja sebelah sampe pulang bahkan minumnya tidak keluar sayang sekali padahal lumayan makanannya dan tukang parkirnya solutif,40,2025-04-13 17:11:17.413,0,train_pool_all_platforms,2104
ChIJeReySyhfZS4R5d6VJEY8Qj8,MieAgo,"Jl. Perdamaian Dusun Dampit, RT.02/RW.08, Dusun I, Dukuhwaluh, Kec. Kembaran, Kabupaten Banyumas, Jawa Tengah 53182, Indonesia",-7.4082968,109.2749709,4.4,Fatiah RA,view sawah,5.0,2025-11-12T01:09:50.854Z,1.0,135.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,view sawah,view sawah,2,2025-11-12 01:09:50.854,1,train_pool_all_platforms,106
ChIJ-zDoLbv-aS4RHBykXuqygxk,Mie Ayam Banyumas Tirta Kencana 1,"Jl. Pandan Raya No.26C, RT.005/RW.012, Cibodasari, Kec. Cibodas, Kota Tangerang, Banten 15138, Indonesia",-6.2121944,106.6141168,4.6,Fakih Hidayat,"Rasa ga bohong, beneran enak, hampir tiap minggu sempetin makan malem disini, CUMA YANG NGESELIN ADALAH TUKANG PARKIR NYA, ORANG-ORANG MALES KERJA.",3.0,2023-10-26T16:00:11.594Z,0.0,1415.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,rasa tidak bohong beneran enak minggu sempetin makan malem ngeselin tukang parkir orang orang males kerja,rasa tidak bohong beneran enak hampir tiap minggu sempetin makan malem disini cuma yang ngeselin adalah tukang parkir nya orang orang males kerja,16,2023-10-26 16:00:11.594,0,train_pool_all_platforms,2336
ChIJpRcwbhtfZS4R_Y_ak1-Y7I0,Mie Ayam Pak Marso,"Jl. Mardikenya, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.423968,109.236043,4.5,amin afandi,Enak mie.nya...  Harga 10rb saja,5.0,2021-05-23T07:06:00.632Z,0.0,943.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,enak mie harga 10rb,enak mie nya harga 10rb saja,4,2021-05-23 07:06:00.632,1,train_pool_all_platforms,1434
ChIJpRcwbhtfZS4R_Y_ak1-Y7I0,Mie Ayam Pak Marso,"Jl. Mardikenya, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.423968,109.236043,4.5,muhammadjohan rizaldi,Ga enak blas,1.0,2025-01-07T11:38:29.219Z,0.0,943.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,tidak enak blas,tidak enak blas,3,2025-01-07 11:38:29.219,0,train_pool_all_platforms,1274
ChIJGdD29LZfZS4RBVENDLZTXtA,Mie Ayam Kita (spesial Rendang),"Jl. Riyanto, RT.002/RW.001, Sumampir Wetan, Sumampir, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53125, Indonesia",-7.3995374,109.240713,4.9,Kasih,Enak banget bangettttt! Mie ayam terenak di pwt!,5.0,2024-02-03T03:00:12.963Z,0.0,210.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,enak banget bangett mie ayam enak pwt,enak banget bangett! mie ayam terenak di pwt!,7,2024-02-03 03:00:12.963,1,train_pool_all_platforms,1855
ChIJfyxZtoleZS4RsyrM1NbW5NI,Dapoer Prambanan,"Jl. Merdeka No.10, Brubahan, Kranji, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4259542,109.2371769,4.2,Madhab Bani Muhamad,Bakso Malang yang ada disini enak cuy,4.0,2024-06-10T02:29:54.804Z,0.0,1004.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,bakso malang enak cuy,bakso malang yang ada disini enak cuy,4,2024-06-10 02:29:54.804,1,train_pool_all_platforms,2789
ChIJIa6A2JheZS4RGBaxKksbR4Q,Mie Ayam Mbak Kimun,"Jl. Jend. Sudirman No.895, Pejagalan, Purwokerto Wetan, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53147, Indonesia",-7.431097,109.2564693,4.4,Renata Situmorang,Nampol sambelnyaaaa👍,5.0,2022-10-14T05:41:36.377Z,0.0,760.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,nampol sambelnyaa,nampol sambelnyaa,2,2022-10-14 05:41:36.377,0,train_pool_all_platforms,2027
ChIJfyxZtoleZS4RsyrM1NbW5NI,Dapoer Prambanan,"Jl. Merdeka No.10, Brubahan, Kranji, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4259542,109.2371769,4.2,Galen Kastara 24,"bakmi prambanan datang lama, bakmi dingin, pangsit kecut,  bakmi nya kurang enak, bisa di perbaiki lagi",1.0,2024-06-16T12:31:51.877Z,0.0,1004.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,bakmi prambanan lama bakmi dingin pangsit kecut bakmi kurang enak baik,bakmi prambanan datang lama bakmi dingin pangsit kecut bakmi nya kurang enak bisa di perbaiki lagi,11,2024-06-16 12:31:51.877,0,train_pool_all_platforms,2126
ChIJNSW0vkVeZS4R6_6pAtOusAs,Mie Ayam Anjatan Pak Kusman,"Jl. Kamandaka, Dusun II, Karangsalam Kidul, Kec. Kedungbanteng, Kabupaten Banyumas, Jawa Tengah 53152, Indonesia",-7.4092691,109.2175917,4.4,Dwi Candra,enak tapi sawinya pait ya...,4.0,2022-09-18T13:08:07.452Z,0.0,1625.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,enak tapi sawi pait,enak tapi sawinya pait ya,4,2022-09-18 13:08:07.452,0,train_pool_all_platforms,2530
ChIJ0Q3VP-JfZS4Rjk32_oSzwZk,Mie Ayam Nyak Dien,"Jl. Prof. Dr. Suharso, Arcawinangun, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4177608,109.2533294,4.6,Hotma Manik,Rasa dan kuahnya enak poollll,5.0,2025-07-30T15:07:54.784Z,0.0,346.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,rasa kuah enak pooll,rasa dan kuah enak pooll,4,2025-07-30 15:07:54.784,1,train_pool_all_platforms,1177
ChIJGdD29LZfZS4RBVENDLZTXtA,Mie Ayam Kita (spesial Rendang),"Jl. Riyanto, RT.002/RW.001, Sumampir Wetan, Sumampir, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53125, Indonesia",-7.3995374,109.240713,4.9,Fendi Ardani,Oke baru pertama nyoba ini mie ayam yang jarang ditemui si. Rqsannya mirip bumbu sate campur rendang unik dan enakk si,5.0,2025-10-29T10:10:18.652Z,0.0,210.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,baik pertama nyoba mie ayam jarang temu si rqsannya bumbu sate campur rendang unik enak si,baik baru pertama nyoba ini mie ayam yang jarang ditemui si rqsannya mirip bumbu sate campur rendang unik dan enak si,16,2025-10-29 10:10:18.652,1,train_pool_all_platforms,2149
ChIJ0Q3VP-JfZS4Rjk32_oSzwZk,Mie Ayam Nyak Dien,"Jl. Prof. Dr. Suharso, Arcawinangun, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4177608,109.2533294,4.6,Resmi Yeti,"udah enak, murahh, tempat nya nyaman, bersih, aesthetic gilaaa rekomen banget sihh iniiii 😻😻",5.0,2025-10-14T10:25:36.663Z,0.0,346.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,enak murahh nyaman bersih aesthetic gilaa rekomendasi banget sihh ini,sudah enak murahh tempat nya nyaman bersih aesthetic gilaa rekomendasi banget sihh inii,10,2025-10-14 10:25:36.663,1,train_pool_all_platforms,2024
ChIJfU3hcQBfZS4RoMdOpibRv4w,Bakso dan Mie Ayam Ceker Pak Sariman Purwokerto,"Jl. Perintis Kemerdekaan Jl. Sidanegara II No.18, Penisian, Purwokerto Kulon, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53141, Indonesia",-7.4335718,109.2402036,4.6,Abdul Aziz,Yumsiii,5.0,2026-02-28T13:12:36.161Z,0.0,615.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,yumsii,yumsii,1,2026-02-28 13:12:36.161,1,train_pool_all_platforms,2388
ChIJW-DIciNfZS4RSEZl3D7lAlg,MIE AYAM 99 KEBONDALEM PURWOKERTO,"H6GV+HG7, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4235824,109.2437874,4.3,Agil Y,"Selalu langganan, tempat harus gantian..",5.0,2022-09-17T10:14:58.113Z,0.0,34.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,langgan ganti,selalu langganan tempat harus gantian,2,2022-09-17 10:14:58.113,0,train_pool_all_platforms,907
ChIJ0Q3VP-JfZS4Rjk32_oSzwZk,Mie Ayam Nyak Dien,"Jl. Prof. Dr. Suharso, Arcawinangun, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4177608,109.2533294,4.6,Mey Meyy,"Mie ayam nya enak,cocok buat makan bareng sama keluarga
Recommended deh pokoknya",5.0,2025-08-22T10:07:27.842Z,0.0,346.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,mie ayam enak cocok makan bareng keluarga rekomendasi pokok,mie ayam nya enak cocok untuk makan bareng sama keluarga rekomendasi deh pokoknya,9,2025-08-22 10:07:27.842,1,train_pool_all_platforms,255
ChIJj8aiVPNeZS4R0bct3tnGvOE,Mie Jogja Pak Karso Purwokerto,"Jl. Dr. Angka No.75, Glempang, Bancarkembar, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4168129,109.2420255,4.6,Ecy Ecya,"Buka lagi nih, setelah sekian lama karena pandemi... Yg kangen dg MIE JOGJA PAK KARSO yukk merapat... Pasti ketagihan daahh... #nostalgia Mi Godog, Mie Goreng dan Nasgornyaa...",5.0,2022-07-29T10:17:23.027Z,0.0,95.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,buka sekian lama pandemi kangen mie jogja karso yukk rapat tagih daahh mie godog mie goreng nasgornyaa,buka lagi nih setelah sekian lama karena pandemi yang kangen dengan mie jogja pak karso yukk merapat pasti ketagihan daahh mie godog mie goreng dan nasgornyaa,17,2022-07-29 10:17:23.027,1,train_pool_all_platforms,1373
ChIJE9ooQplfZS4R0KhixkXXF5k,Mie Ayam Pak Toro,"Jl. Yosodarmo No.25-29, Pesayangan, Kedungwuluh, Kec. Purwokerto Bar., Kabupaten Banyumas, Jawa Tengah 53131, Indonesia",-7.4223209,109.228104,4.6,Bharoto Utomo,Selalu enak dr jaman masih keliling udah langganan mie ayam ini n bisa minta sesuai selera lgsg ke yang jual,5.0,2022-09-17T03:25:24.055Z,0.0,91.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,enak jaman keliling langgan mie ayam sesuai selera lgsg jual,selalu enak dari jaman masih keliling sudah langganan mie ayam ini n bisa minta sesuai selera lgsg ke yang jual,10,2022-09-17 03:25:24.055,1,train_pool_all_platforms,505
ChIJU2LAnzFcZS4R2IzdxnmMrBE,"Mie Ayam ""We-Tan""2","Jl. Kyai H. Wahid Hasim, Windusara, Karangklesem, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53144, Indonesia",-7.4502034,109.2429061,4.4,Elies Pratiwi,"nyobain untuk pertama kali dan ngerasa cocok karena mie ayam yang tipe ayamnya manis. jarang juga mie ayam yang pakai mie keriting kecil gini. pokoknya enak dan harganya standar, porsinya cukup, pelayanannya cepat.",5.0,2026-01-15T01:46:50.532Z,0.0,642.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,nyobain pertama kali ngerasa cocok mie ayam tipe ayam manis jarang mie ayam pakai mie keriting kecil gin pokok enak harga standar porsi cukup layan cepat,nyobain untuk pertama kali dan ngerasa cocok karena mie ayam yang tipe ayam manis jarang juga mie ayam yang pakai mie keriting kecil gini pokoknya enak dan harganya standar porsinya cukup pelayanannya cepat,26,2026-01-15 01:46:50.532,1,train_pool_all_platforms,1493
ChIJHaPkB6v4ei4RY3PV4dFfO-Q,"Mie Ayam & Bakso ""Pak Man""","Jl. Pemuda No.57A, Teruman, Bantul, Kec. Bantul, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55711, Indonesia",-7.877812,110.327223,4.3,Har Wati,"Makanan good tapi pelayanan kurang apalagi untuk orderan food
Kurang teliti pesan apa yg datang apa... Selalu aja ada yg kurang..kalo kurang sambal g masalah tapi kalo sll aja makanan yg dipesan kurang kan jd ilfil juga...Tolong untuk penjual nya lebih teliti lagi...",2.0,2024-04-25T12:05:11.404Z,0.0,145.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,makan baik tapi layan kurang order food kurang teliti pesan kurang kurang sambal tapi sll makan pes kurang jd ilfil tolong jual teliti,makanan baik tapi pelayanan kurang apalagi untuk orderan food kurang teliti pesan apa yang datang apa selalu aja ada yang kurang kalau kurang sambal g masalah tapi kalau sll aja makanan yang dipesan kurang kan jd ilfil juga tolong untuk penjual nya lebih teliti lagi,23,2024-04-25 12:05:11.404,0,train_pool_all_platforms,1958
ChIJXWb5R_Efai4RUU9Gpoo7rOw,Mie Ayam Jamur Purwokerto,"Jl. Mawar Luar No.1-43, RT.3/RW.6, Tugu Utara, Kec. Koja, Jkt Utara, Daerah Khusus Ibukota Jakarta 14260, Indonesia",-6.1188916,106.9056653,4.8,Lintang Wisesa,"Saya dan istri mampir ke Mie Ayam Jamur Purwokerto untuk makan siang. Kami order 1 mie Yamin komplit, 1 kwetiaw komplit dan 2 teh tawar hangat. Overall 7/10. Rasa oke, mie dan kwetiaw-nya lembut, kwetiaw-nya licin btw, pangsit dan baksonya biasa saja, kuah baksonya segar. Area dine-in tersedia meja dan kursi untuk 8-12 pengunjung, cukup luas dan bersih namun gerah banget karena hanya mengandalkan kipas angin dinding kecil. Pelayanan baik, harga terjangkau, pembayaran bisa tunai atau QRIS.",4.0,2025-12-07T06:38:47.648Z,0.0,38.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,istri mampir mie ayam jamur makan siang pesan mie yamin komplit kwetiaw komplit teh hambar hangat overall rasa baik mie kwetiaw lembut kwetiaw licin btw pangsit bakso kuah bakso segar area makan sedia meja kursi unjung cukup luas bersih namun gerah banget andal kipas angin dinding kecil layan baik harga terjangkau bayar tunai qris,saya dan istri mampir ke mie ayam jamur purwokerto untuk makan siang kami pesan 1 mie yamin komplit 1 kwetiaw komplit dan 2 teh hambar hangat overall 7 10 rasa baik mie dan kwetiaw nya lembut kwetiaw nya licin btw pangsit dan baksonya biasa saja kuah baksonya segar area makan di tempat tersedia meja dan kursi untuk 8 12 pengunjung cukup luas dan bersih namun gerah banget karena hanya mengandalkan kipas angin dinding kecil pelayanan baik harga terjangkau pembayaran bisa tunai atau qris,54,2025-12-07 06:38:47.648,1,train_pool_all_platforms,1451
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Kulkas Terbang,"Letaknya di seberang Es Brasil. Buka sore-malem.

Sedia Yamin Asin/Manis, Mie Ayam Bumiayu, Mie Pedes model gacoan.

Mie juga bisa milih model tipis gepeng atau model bumiayu yang bulet dan kenyal.

Mie Yaminnya oke, enak. Tipis, gepeng, lembut. Porsinya lumayan banyak, baik itu mie, topping ayam ataupun sawi hijaunya.
Untuk Yamin manis, rasanya tebel, kental. Campur manis, gurih dan bumbu minyak bawangnya sangat terasa.

Rasanya rekomendded. Patut dicoba dan dinikmati.

Sebenarnya akan lebih maknyus jika mie yaminnya model² bangka dengan tambahan toge dan disediakan acar cabe. Saya yakin rasanya akam lebih mantab.

Selain itu, akan lebih bagus juga jika mangkoknya dari keramik ketimbang plastik. Selain nahan panas lebih lama juga lebih menyehatkan.

Bisa pesan pake pangsit atau tambah telor Lo.

Yamin (Rp.14.000) + Telur Lo (Rp. 6.000) => Juni 2024

Chefnya katanya jualan sampingan aja. Ngisi waktu malam.

Bisa beli mie mentahannya juga.

Parkir terbatas karena di pinggir jalan. Bisa make Seberang di es brasil kalo tokonya udah tutup.",5.0,2024-06-28T14:23:14.873Z,3.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,letak seberang es brasil buka sore malem sedia yamin asin manis mie ayam bumiayu mie pedas model gaco mie milih model tipis gepeng model bumiayu bulet kenyal mie yaminnya baik enak tipis gepeng lembut porsi lumayan banyak baik mie taburan ayam sawi hijau yamin manis tebel kental campur manis gurih bumbu minyak bawang sangat rekomendded patut coba nikmat maknyus mie yaminnya model bangka tambah toge sedia acar cabe akam mantab bagus mangkok keramik ketimbang plastik nahan panas lama sehat pesan pake pangsit telor lo yamin rp telur lo rp juni chefnya jual samping ngisi malam beli mie mentah parkir batas pinggir jalan make seberang es brasil toko tutup,letaknya di seberang es brasil buka sore malem sedia yamin asin manis mie ayam bumiayu mie pedas model gacoan mie juga bisa milih model tipis gepeng atau model bumiayu yang bulet dan kenyal mie yaminnya baik enak tipis gepeng lembut porsinya lumayan banyak baik itu mie taburan ayam ataupun sawi hijaunya untuk yamin manis rasanya tebel kental campur manis gurih dan bumbu minyak bawangnya sangat terasa rasanya rekomendded patut dicoba dan dinikmati sebenarnya akan lebih maknyus jika mie yaminnya model² bangka dengan tambahan toge dan disediakan acar cabe saya yakin rasanya akam lebih mantab selain itu akan lebih bagus juga jika mangkoknya dari keramik ketimbang plastik selain nahan panas lebih lama juga lebih menyehatkan bisa pesan pake pangsit atau tambah telor lo yamin rp 14 00 telur lo rp 6 00 juni 2024 chefnya katanya jualan sampingan aja ngisi waktu malam bisa beli mie mentahannya juga parkir terbatas karena di pinggir jalan bisa make seberang di es brasil kalau tokonya sudah tutup,108,2024-06-28 14:23:14.873,1,train_pool_all_platforms,1779
